1.108066268724575565e+01 1.282609626791089852e+01 1.389118317291561233e+01 1.328094761801657953e+01 1.280787926764632445e+01 1.120752190707334073e+01 1.505761912562971006e+01 1.494112241418931042e+01 1.436761708723295250e+01 1.303241112003890656e+01 1.169937387852252364e+01 1.378590296468329157e+01 1.372276110801864135e+01 1.311383666482710808e+01 1.274714949244012274e+01
1.137242537103861828e+01 1.255660771622686589e+01 1.331997168685455257e+01 1.378735454185123110e+01 1.275228905959966319e+01 1.179573316763097246e+01 1.348529483394857564e+01 1.509668639726608141e+01 1.488866007922438861e+01 1.365339461593871029e+01 1.178090363863189616e+01 1.333810098570841696e+01 1.391779933574614248e+01 1.346300694288237665e+01 1.304220320473112871e+01
1.202045328909008326e+01 1.188129178861862911e+01 1.335697080217714294e+01 1.383430164701322340e+01 1.304482605986473942e+01 1.262958477601526219e+01 1.237417257409656024e+01 1.456451435049350707e+01 1.482025739503988326e+01 1.415164661982577954e+01 1.226620272365305908e+01 1.257621022218713946e+01 1.422550111771874093e+01 1.388241828939114697e+01 1.376935696597247549e+01
1.250928597750778515e+01 1.167996682390735330e+01 1.284178462295530387e+01 1.368956603345861112e+01 1.350647972580030931e+01 1.299101999043304012e+01 1.165041634852113539e+01 1.381719131273526990e+01 1.458341691103683324e+01 1.447879270988729061e+01 1.297122702432118047e+01 1.195938716843559035e+01 1.381952769195381059e+01 1.414641077480285247e+01 1.355369395964652490e+01
1.304432056145727259e+01 1.206077342166683053e+01 1.240929590398085658e+01 1.316662906052883208e+01 1.347392802570832870e+01 1.366054162372014780e+01 1.200715995510872425e+01 1.257404881210728220e+01 1.455570542087720121e+01 1.444956913340699067e+01 1.304606343574649507e+01 1.229046369028633379e+01 1.322536867206616407e+01 1.449676833549810162e+01 1.417281262852272405e+01
1.326230662905226154e+01 1.230447648077407408e+01 1.221934334167623248e+01 1.331363570932883178e+01 1.333290276520823703e+01 1.372688991290364591e+01 1.275808627129587158e+01 1.213873851098379220e+01 1.379286582180322540e+01 1.422624864884274665e+01 1.380065796807997636e+01 1.268277011519534980e+01 1.242811453887040329e+01 1.451128021559159009e+01 1.421383154858966158e+01
1.345465964645371848e+01 1.276489549906267840e+01 1.192458355231191547e+01 1.275863038413248951e+01 1.349156708992433273e+01 1.414483195904778334e+01 1.298753697632345805e+01 1.194667197366369393e+01 1.326908442183349202e+01 1.383363965816591978e+01 1.415679603453844138e+01 1.300286036801311340e+01 1.195727692966857347e+01 1.379914981175665645e+01 1.436834139375103092e+01
1.357330070598498217e+01 1.322084708677708420e+01 1.244598633541061261e+01 1.231081668372790539e+01 1.356890026232570712e+01 1.390725486666778643e+01 1.328215888783839560e+01 1.244910660766761623e+01 1.248223261881045509e+01 1.361725094674815217e+01 1.448497468386960918e+01 1.358555552157328172e+01 1.242294735415355866e+01 1.283959642312606064e+01 1.391540946216899322e+01
1.395613500659092665e+01 1.343877135446363091e+01 1.263635405046446536e+01 1.202896934992998368e+01 1.341283611738677806e+01 1.392734533882990178e+01 1.382884313496723472e+01 1.262980977517241854e+01 1.211690958086119352e+01 1.324263956911368822e+01 1.445841023205104037e+01 1.380198892706806468e+01 1.250419186267510874e+01 1.247323818667941531e+01 1.360549500406295742e+01
1.384906146511942993e+01 1.352252296349287164e+01 1.311849022785059304e+01 1.201063459068027583e+01 1.275011388035886917e+01 1.323098273439231853e+01 1.361927498698163497e+01 1.310160759223991711e+01 1.244520313970187608e+01 1.283211428211174976e+01 1.378922533413953566e+01 1.402007847539667296e+01 1.310238887786260342e+01 1.224805188888524299e+01 1.319719201543515297e+01
