# x, y, val
0.0000 0.0000 14.1480
0.1000 0.0000 14.1550
0.2000 0.0000 14.1462
0.3000 0.0000 14.1297
0.4000 0.0000 14.1085
0.5000 0.0000 14.0837
0.6000 0.0000 14.0557
0.7000 0.0000 14.0250
0.8000 0.0000 13.9917
0.9000 0.0000 13.9555
1.0000 0.0000 13.9144
1.1000 0.0000 13.8657
1.2000 0.0000 13.8132
1.3000 0.0000 13.7594
1.4000 0.0000 13.7048
1.5000 0.0000 13.6485
1.6000 0.0000 13.5889
1.7000 0.0000 13.5242
1.8000 0.0000 13.4530
1.9000 0.0000 13.3733
2.0000 0.0000 13.2797
2.1000 0.0000 13.1646
2.2000 0.0000 13.0397
2.3000 0.0000 12.9139
2.4000 0.0000 12.7915
2.5000 0.0000 12.6749
2.6000 0.0000 12.5658
2.7000 0.0000 12.4655
2.8000 0.0000 12.3759
2.9000 0.0000 12.3029
3.0000 0.0000 12.2666
3.1000 0.0000 12.2963
3.2000 0.0000 12.3620
3.3000 0.0000 12.4433
3.4000 0.0000 12.5342
3.5000 0.0000 12.6330
3.6000 0.0000 12.7393
3.7000 0.0000 12.8522
3.8000 0.0000 12.9703
3.9000 0.0000 13.0921
4.0000 0.0000 13.2189
4.1000 0.0000 13.3532
4.2000 0.0000 13.4861
4.3000 0.0000 13.6110
4.4000 0.0000 13.7250
4.5000 0.0000 13.8270
4.6000 0.0000 13.9166
4.7000 0.0000 13.9941
4.8000 0.0000 14.0599
4.9000 0.0000 14.1132
0.0000 0.1000 14.0989
0.1000 0.1000 14.1081
0.2000 0.1000 14.1011
0.3000 0.1000 14.0852
0.4000 0.1000 14.0637
0.5000 0.1000 14.0381
0.6000 0.1000 14.0090
0.7000 0.1000 13.9769
0.8000 0.1000 13.9421
0.9000 0.1000 13.9040
1.0000 0.1000 13.8613
1.1000 0.1000 13.8128
1.2000 0.1000 13.7608
1.3000 0.1000 13.7077
1.4000 0.1000 13.6540
1.5000 0.1000 13.5988
1.6000 0.1000 13.5403
1.7000 0.1000 13.4764
1.8000 0.1000 13.4052
1.9000 0.1000 13.3243
2.0000 0.1000 13.2292
2.1000 0.1000 13.1169
2.2000 0.1000 12.9947
2.3000 0.1000 12.8709
2.4000 0.1000 12.7503
2.5000 0.1000 12.6357
2.6000 0.1000 12.5292
2.7000 0.1000 12.4326
2.8000 0.1000 12.3484
2.9000 0.1000 12.2836
3.0000 0.1000 12.2557
3.1000 0.1000 12.2798
3.2000 0.1000 12.3399
3.3000 0.1000 12.4179
3.4000 0.1000 12.5067
3.5000 0.1000 12.6039
3.6000 0.1000 12.7087
3.7000 0.1000 12.8203
3.8000 0.1000 12.9374
3.9000 0.1000 13.0590
4.0000 0.1000 13.1856
4.1000 0.1000 13.3172
4.2000 0.1000 13.4476
4.3000 0.1000 13.5709
4.4000 0.1000 13.6839
4.5000 0.1000 13.7853
4.6000 0.1000 13.8744
4.7000 0.1000 13.9512
4.8000 0.1000 14.0158
4.9000 0.1000 14.0667
0.0000 0.2000 14.0522
0.1000 0.2000 14.0633
0.2000 0.2000 14.0594
0.3000 0.2000 14.0453
0.4000 0.2000 14.0242
0.5000 0.2000 13.9979
0.6000 0.2000 13.9677
0.7000 0.2000 13.9341
0.8000 0.2000 13.8973
0.9000 0.2000 13.8572
1.0000 0.2000 13.8131
1.1000 0.2000 13.7650
1.2000 0.2000 13.7141
1.3000 0.2000 13.6619
1.4000 0.2000 13.6088
1.5000 0.2000 13.5538
1.6000 0.2000 13.4949
1.7000 0.2000 13.4300
1.8000 0.2000 13.3566
1.9000 0.2000 13.2727
2.0000 0.2000 13.1758
2.1000 0.2000 13.0661
