# x, y, err
1.2000 0.4000 0.8860
1.3000 0.4000 0.8900
1.4000 0.4000 0.8960
1.5000 0.4000 0.9160
1.6000 0.4000 0.9080
1.7000 0.4000 0.9160
1.8000 0.4000 0.8940
1.9000 0.4000 0.8880
2.0000 0.4000 0.8680
2.1000 0.4000 0.8640
2.2000 0.4000 0.8900
2.3000 0.4000 0.8720
2.4000 0.4000 0.8660
2.5000 0.4000 0.8760
2.6000 0.4000 0.8800
2.7000 0.4000 0.8880
2.8000 0.4000 0.8960
2.9000 0.4000 0.8920
3.0000 0.4000 0.8940
3.1000 0.4000 0.8880
3.2000 0.4000 0.8920
3.3000 0.4000 0.8780
3.4000 0.4000 0.8840
3.5000 0.4000 0.8820
3.6000 0.4000 0.8700
3.7000 0.4000 0.8760
3.8000 0.4000 0.8820
3.9000 0.4000 0.8940
4.0000 0.4000 0.8900
4.1000 0.4000 0.8920
4.2000 0.4000 0.9060
4.3000 0.4000 0.9140
4.4000 0.4000 0.9160
4.5000 0.4000 0.9000
4.6000 0.4000 0.9060
4.7000 0.4000 0.9120
4.8000 0.4000 0.9080
4.9000 0.4000 0.8940
0.0000 0.5000 0.8900
0.1000 0.5000 0.8880
0.2000 0.5000 0.8900
0.3000 0.5000 0.8940
0.4000 0.5000 0.8900
0.5000 0.5000 0.8900
0.6000 0.5000 0.8860
0.7000 0.5000 0.8960
0.8000 0.5000 0.9020
0.9000 0.5000 0.9080
1.0000 0.5000 0.8980
1.1000 0.5000 0.8820
1.2000 0.5000 0.8800
1.3000 0.5000 0.8860
1.4000 0.5000 0.9060
1.5000 0.5000 0.9020
1.6000 0.5000 0.9000
1.7000 0.5000 0.9020
1.8000 0.5000 0.8860
1.9000 0.5000 0.8820
2.0000 0.5000 0.8900
2.1000 0.5000 0.8940
2.2000 0.5000 0.8860
2.3000 0.5000 0.8900
2.4000 0.5000 0.8900
2.5000 0.5000 0.8980
2.6000 0.5000 0.8920
2.7000 0.5000 0.9060
2.8000 0.5000 0.9060
2.9000 0.5000 0.8940
3.0000 0.5000 0.8880
3.1000 0.5000 0.8960
3.2000 0.5000 0.8740
3.3000 0.5000 0.8620
3.4000 0.5000 0.8740
3.5000 0.5000 0.8680
3.6000 0.5000 0.8640
3.7000 0.5000 0.8800
3.8000 0.5000 0.8780
3.9000 0.5000 0.8860
4.0000 0.5000 0.8840
4.1000 0.5000 0.8720
4.2000 0.5000 0.8920
4.3000 0.5000 0.9000
4.4000 0.5000 0.9020
4.5000 0.5000 0.9040
4.6000 0.5000 0.9040
4.7000 0.5000 0.9080
4.8000 0.5000 0.9020
4.9000 0.5000 0.9000
0.0000 0.6000 0.9060
0.1000 0.6000 0.8980
0.2000 0.6000 0.8880
0.3000 0.6000 0.8900
0.4000 0.6000 0.8940
0.5000 0.6000 0.8840
0.6000 0.6000 0.8780
0.7000 0.6000 0.8960
0.8000 0.6000 0.8940
0.9000 0.6000 0.9040
1.0000 0.6000 0.8920
1.1000 0.6000 0.8760
1.2000 0.6000 0.8800
1.3000 0.6000 0.8740
1.4000 0.6000 0.8980
1.5000 0.6000 0.9060
1.6000 0.6000 0.8940
1.7000 0.6000 0.9080
1.8000 0.6000 0.8900
1.9000 0.6000 0.8880
2.0000 0.6000 0.8860
2.1000 0.6000 0.9040
2.2000 0.6000 0.8900
2.3000 0.6000 0.9020
2.4000 0.6000 0.8960
2.5000 0.6000 0.9020
2.6000 0.6000 0.9040
2.7000 0.6000 0.9180
2.8000 0.6000 0.9020
2.9000 0.6000 0.9140
3.0000 0.6000 0.8920
3.1000 0.6000 0.8780
3.2000 0.6000 0.8760
3.3000 0.6000 0.8600
3.4000 0.6000 0.8520
3.5000 0.6000 0.8580
3.6000 0.6000 0.8620
3.7000 0.6000 0.8660
3.8000 0.6000 0.8880
3.9000 0.6000 0.8960
4.0000 0.6000 0.8840
4.1000 0.6000 0.8800
4.2000 0.6000 0.8880
4.3000 0.6000 0.8900
4.4000 0.6000 0.9000
4.5000 0.6000 0.8960
4.6000 0.6000 0.9100
4.7000 0.6000 0.9200
4.8000 0.6000 0.9080
4.9000 0.6000 0.8980
0.0000 0.7000 0.8920
0.1000 0.7000 0.8900
0.2000 0.7000 0.8940
0.3000 0.7000 0.8960
0.4000 0.7000 0.8960
0.5000 0.7000 0.8940
0.6000 0.7000 0.8900
0.7000 0.7000 0.8920
0.8000 0.7000 0.8980
0.9000 0.7000 0.8920
1.0000 0.7000 0.8900
1.1000 0.7000 0.8780
1.2000 0.7000 0.8800
1.3000 0.7000 0.8840
