# x, y, corr
1.4000 0.5000 -0.0015
1.5000 0.5000 -0.0020
1.6000 0.5000 -0.0027
1.7000 0.5000 -0.0034
1.8000 0.5000 -0.0040
1.9000 0.5000 -0.0046
2.0000 0.5000 -0.0049
2.1000 0.5000 -0.0049
2.2000 0.5000 -0.0044
2.3000 0.5000 -0.0033
2.4000 0.5000 -0.0016
2.5000 0.5000 0.0005
2.6000 0.5000 0.0027
2.7000 0.5000 0.0047
2.8000 0.5000 0.0062
2.9000 0.5000 0.0069
3.0000 0.5000 0.0066
3.1000 0.5000 0.0056
3.2000 0.5000 0.0038
3.3000 0.5000 0.0018
3.4000 0.5000 -0.0003
3.5000 0.5000 -0.0019
3.6000 0.5000 -0.0031
3.7000 0.5000 -0.0038
3.8000 0.5000 -0.0040
3.9000 0.5000 -0.0039
4.0000 0.5000 -0.0035
4.1000 0.5000 -0.0030
4.2000 0.5000 -0.0025
4.3000 0.5000 -0.0019
4.4000 0.5000 -0.0014
4.5000 0.5000 -0.0010
4.6000 0.5000 -0.0007
4.7000 0.5000 -0.0004
4.8000 0.5000 -0.0002
4.9000 0.5000 -0.0001
0.0000 0.6000 -0.0001
0.1000 0.6000 -0.0000
0.2000 0.6000 0.0000
0.3000 0.6000 0.0000
0.4000 0.6000 0.0000
0.5000 0.6000 0.0000
0.6000 0.6000 0.0000
0.7000 0.6000 -0.0000
0.8000 0.6000 -0.0001
0.9000 0.6000 -0.0001
1.0000 0.6000 -0.0003
1.1000 0.6000 -0.0004
1.2000 0.6000 -0.0007
1.3000 0.6000 -0.0011
1.4000 0.6000 -0.0016
1.5000 0.6000 -0.0022
1.6000 0.6000 -0.0028
1.7000 0.6000 -0.0035
1.8000 0.6000 -0.0042
1.9000 0.6000 -0.0047
2.0000 0.6000 -0.0049
2.1000 0.6000 -0.0046
2.2000 0.6000 -0.0035
2.3000 0.6000 -0.0016
2.4000 0.6000 0.0012
2.5000 0.6000 0.0047
2.6000 0.6000 0.0084
2.7000 0.6000 0.0116
2.8000 0.6000 0.0139
2.9000 0.6000 0.0149
3.0000 0.6000 0.0143
3.1000 0.6000 0.0124
3.2000 0.6000 0.0094
3.3000 0.6000 0.0060
3.4000 0.6000 0.0026
3.5000 0.6000 -0.0002
3.6000 0.6000 -0.0022
3.7000 0.6000 -0.0034
3.8000 0.6000 -0.0040
3.9000 0.6000 -0.0040
4.0000 0.6000 -0.0037
4.1000 0.6000 -0.0032
4.2000 0.6000 -0.0027
4.3000 0.6000 -0.0021
4.4000 0.6000 -0.0016
4.5000 0.6000 -0.0011
4.6000 0.6000 -0.0007
4.7000 0.6000 -0.0005
4.8000 0.6000 -0.0003
4.9000 0.6000 -0.0002
0.0000 0.7000 -0.0001
0.1000 0.7000 -0.0000
0.2000 0.7000 0.0000
0.3000 0.7000 0.0000
0.4000 0.7000 0.0000
0.5000 0.7000 0.0000
0.6000 0.7000 0.0000
0.7000 0.7000 -0.0000
0.8000 0.7000 -0.0001
0.9000 0.7000 -0.0002
1.0000 0.7000 -0.0003
1.1000 0.7000 -0.0005
1.2000 0.7000 -0.0008
1.3000 0.7000 -0.0012
1.4000 0.7000 -0.0017
1.5000 0.7000 -0.0022
1.6000 0.7000 -0.0029
1.7000 0.7000 -0.0035
1.8000 0.7000 -0.0041
1.9000 0.7000 -0.0044
2.0000 0.7000 -0.0042
2.1000 0.7000 -0.0034
2.2000 0.7000 -0.0014
2.3000 0.7000 0.0019
2.4000 0.7000 0.0066
2.5000 0.7000 0.0122
2.6000 0.7000 0.0180
2.7000 0.7000 0.0231
2.8000 0.7000 0.0267
2.9000 0.7000 0.0280
3.0000 0.7000 0.0269
3.1000 0.7000 0.0236
3.2000 0.7000 0.0187
3.3000 0.7000 0.0131
3.4000 0.7000 0.0077
3.5000 0.7000 0.0031
3.6000 0.7000 -0.0002
3.7000 0.7000 -0.0023
3.8000 0.7000 -0.0034
3.9000 0.7000 -0.0038
4.0000 0.7000 -0.0037
4.1000 0.7000 -0.0033
4.2000 0.7000 -0.0028
4.3000 0.7000 -0.0022
4.4000 0.7000 -0.0017
4.5000 0.7000 -0.0012
4.6000 0.7000 -0.0008
4.7000 0.7000 -0.0005
4.8000 0.7000 -0.0003
4.9000 0.7000 -0.0002
0.0000 0.8000 -0.0001
0.1000 0.8000 -0.0000
0.2000 0.8000 0.0000
0.3000 0.8000 0.0000
0.4000 0.8000 0.0000
0.5000 0.8000 0.0000
0.6000 0.8000 0.0000
0.7000 0.8000 -0.0000
0.8000 0.8000 -0.0001
0.9000 0.8000 -0.0002
1.0000 0.8000 -0.0003
1.1000 0.8000 -0.0005
1.2000 0.8000 -0.0008
1.3000 0.8000 -0.0011
1.4000 0.8000 -0.0016
1.5000 0.8000 -0.0021
1.6000 0.8000 -0.0027
1.7000 0.8000 -0.0031
1.8000 0.8000 -0.0034
1.9000 0.8000 -0.0033
2.0000 0.8000 -0.0025
2.1000 0.8000 -0.0006
2.2000 0.8000 0.0029
2.3000 0.8000 0.0085
2.4000 0.8000 0.0160
2.5000 0.8000 0.0248
2.6000 0.8000 0.0339
2.7000 0.8000 0.0417
2.8000 0.8000 0.0470
2.9000 0.8000 0.0488
3.0000 0.8000 0.0469
3.1000 0.8000 0.0416
3.2000 0.8000 0.0338
3.3000 0.8000 0.0250
3.4000 0.8000 0.0164
3.5000 0.8000 0.0091
3.6000 0.8000 0.0037
3.7000 0.8000 0.0001
3.8000 0.8000 -0.0019
3.9000 0.8000 -0.0029
4.0000 0.8000 -0.0032
4.1000 0.8000 -0.0030
4.2000 0.8000 -0.0026
4.3000 0.8000 -0.0022
4.4000 0.8000 -0.0016
4.5000 0.8000 -0.0012
4.6000 0.8000 -0.0008
4.7000 0.8000 -0.0005
4.8000 0.8000 -0.0003
4.9000 0.8000 -0.0002
0.0000 0.9000 -0.0001
0.1000 0.9000 -0.0000
0.2000 0.9000 0.0000
0.3000 0.9000 0.0000
0.4000 0.9000 0.0000
0.5000 0.9000 0.0000
0.6000 0.9000 0.0000
0.7000 0.9000 -0.0000
0.8000 0.9000 -0.0001
0.9000 0.9000 -0.0002
1.0000 0.9000 -0.0003
1.1000 0.9000 -0.0005
1.2000 0.9000 -0.0007
1.3000 0.9000 -0.0010
1.4000 0.9000 -0.0014
1.5000 0.9000 -0.0018
1.6000 0.9000 -0.0021
1.7000 0.9000 -0.0022
1.8000 0.9000 -0.0020
1.9000 0.9000 -0.0012
2.0000 0.9000 0.0008
2.1000 0.9000 0.0044
2.2000 0.9000 0.0104
2.3000 0.9000 0.0195
2.4000 0.9000 0.0313
2.5000 0.9000 0.0450
2.6000 0.9000 0.0587
2.7000 0.9000 0.0704
2.8000 0.9000 0.0780
2.9000 0.9000 0.0804
3.0000 0.9000 0.0772
3.1000 0.9000 0.0691
3.2000 0.9000 0.0573
3.3000 0.9000 0.0438
3.4000 0.9000 0.0305
3.5000 0.9000 0.0191
3.6000 0.9000 0.0105
3.7000 0.9000 0.0046
3.8000 0.9000 0.0010
3.9000 0.9000 -0.0010
4.0000 0.9000 -0.0020
4.1000 0.9000 -0.0023
4.2000 0.9000 -0.0022
4.3000 0.9000 -0.0019
4.4000 0.9000 -0.0015
4.5000 0.9000 -0.0011
4.6000 0.9000 -0.0008
4.7000 0.9000 -0.0005
4.8000 0.9000 -0.0003
4.9000 0.9000 -0.0002
0.0000 1.0000 -0.0001
0.1000 1.0000 -0.0000
0.2000 1.0000 0.0000
0.3000 1.0000 0.0000
0.4000 1.0000 0.0000
0.5000 1.0000 0.0000
0.6000 1.0000 0.0000
0.7000 1.0000 -0.0000
0.8000 1.0000 -0.0001
0.9000 1.0000 -0.0001
1.0000 1.0000 -0.0002
1.1000 1.0000 -0.0004
1.2000 1.0000 -0.0006
1.3000 1.0000 -0.0008
1.4000 1.0000 -0.0010
1.5000 1.0000 -0.0012
1.6000 1.0000 -0.0011
1.7000 1.0000 -0.0007
1.8000 1.0000 0.0003
1.9000 1.0000 0.0024
2.0000 1.0000 0.0061
2.1000 1.0000 0.0123
2.2000 1.0000 0.0221
2.3000 1.0000 0.0362
2.4000 1.0000 0.0543
2.5000 1.0000 0.0748
2.6000 1.0000 0.0949
2.7000 1.0000 0.1117
2.8000 1.0000 0.1225
2.9000 1.0000 0.1256
3.0000 1.0000 0.1207
3.1000 1.0000 0.1086
3.2000 1.0000 0.0913
3.3000 1.0000 0.0713
3.4000 1.0000 0.0515
3.5000 1.0000 0.0343
3.6000 1.0000 0.0210
3.7000 1.0000 0.0117
3.8000 1.0000 0.0057
3.9000 1.0000 0.0021
4.0000 1.0000 0.0000
4.1000 1.0000 -0.0010
4.2000 1.0000 -0.0014
4.3000 1.0000 -0.0014
4.4000 1.0000 -0.0012
4.5000 1.0000 -0.0009
4.6000 1.0000 -0.0006
4.7000 1.0000 -0.0004
4.8000 1.0000 -0.0003
4.9000 1.0000 -0.0001
0.0000 1.1000 -0.0000
0.1000 1.1000 -0.0000
0.2000 1.1000 0.0000
0.3000 1.1000 0.0000
0.4000 1.1000 0.0000
0.5000 1.1000 0.0000
0.6000 1.1000 0.0000
0.7000 1.1000 -0.0000
0.8000 1.1000 -0.0001
0.9000 1.1000 -0.0001
1.0000 1.1000 -0.0002
1.1000 1.1000 -0.0003
1.2000 1.1000 -0.0004
1.3000 1.1000 -0.0005
1.4000 1.1000 -0.0005
1.5000 1.1000 -0.0003
1.6000 1.1000 0.0003
1.7000 1.1000 0.0015
1.8000 1.1000 0.0037
1.9000 1.1000 0.0074
2.0000 1.1000 0.0136
2.1000 1.1000 0.0234
2.2000 1.1000 0.0382
2.3000 1.1000 0.0590
2.4000 1.1000 0.0852
2.5000 1.1000 0.1144
2.6000 1.1000 0.1429
2.7000 1.1000 0.1665
2.8000 1.1000 0.1814
2.9000 1.1000 0.1855
3.0000 1.1000 0.1782
3.1000 1.1000 0.1609
3.2000 1.1000 0.1362
3.3000 1.1000 0.1079
3.4000 1.1000 0.0796
3.5000 1.1000 0.0549
3.6000 1.1000 0.0355
3.7000 1.1000 0.0217
3.8000 1.1000 0.0124
3.9000 1.1000 0.0066
4.0000 1.1000 0.0030
4.1000 1.1000 0.0009
4.2000 1.1000 -0.0001
4.3000 1.1000 -0.0006
4.4000 1.1000 -0.0007
4.5000 1.1000 -0.0006
4.6000 1.1000 -0.0005
4.7000 1.1000 -0.0003
4.8000 1.1000 -0.0002
4.9000 1.1000 -0.0001
0.0000 1.2000 -0.0000
0.1000 1.2000 0.0000
0.2000 1.2000 0.0000
0.3000 1.2000 0.0000
0.4000 1.2000 0.0000
0.5000 1.2000 0.0000
0.6000 1.2000 0.0000
0.7000 1.2000 -0.0000
0.8000 1.2000 -0.0000
0.9000 1.2000 -0.0001
1.0000 1.2000 -0.0001
1.1000 1.2000 -0.0002
1.2000 1.2000 -0.0002
1.3000 1.2000 -0.0001
1.4000 1.2000 0.0002
1.5000 1.2000 0.0008
1.6000 1.2000 0.0021
1.7000 1.2000 0.0042
1.8000 1.2000 0.0078
1.9000 1.2000 0.0136
2.0000 1.2000 0.0227
2.1000 1.2000 0.0368
2.2000 1.2000 0.0576
2.3000 1.2000 0.0861
2.4000 1.2000 0.1218
2.5000 1.2000 0.1614
2.6000 1.2000 0.2000
2.7000 1.2000 0.2320
2.8000 1.2000 0.2522
2.9000 1.2000 0.2575
3.0000 1.2000 0.2471
3.1000 1.2000 0.2231
3.2000 1.2000 0.1895
3.3000 1.2000 0.1510
3.4000 1.2000 0.1129
3.5000 1.2000 0.0794
3.6000 1.2000 0.0529
3.7000 1.2000 0.0337
3.8000 1.2000 0.0206
3.9000 1.2000 0.0121
4.0000 1.2000 0.0067
4.1000 1.2000 0.0033
4.2000 1.2000 0.0014
4.3000 1.2000 0.0004
4.4000 1.2000 -0.0001
4.5000 1.2000 -0.0002
4.6000 1.2000 -0.0003
4.7000 1.2000 -0.0002
4.8000 1.2000 -0.0001
4.9000 1.2000 -0.0001
0.0000 1.3000 -0.0000
0.1000 1.3000 0.0000
0.2000 1.3000 0.0000
0.3000 1.3000 0.0000
0.4000 1.3000 0.0000
0.5000 1.3000 0.0000
0.6000 1.3000 0.0000
0.7000 1.3000 -0.0000
0.8000 1.3000 -0.0000
0.9000 1.3000 -0.0000
1.0000 1.3000 -0.0000
1.1000 1.3000 -0.0000
1.2000 1.3000 0.0001
1.3000 1.3000 0.0004
1.4000 1.3000 0.0009
1.5000 1.3000 0.0020
1.6000 1.3000 0.0039
1.7000 1.3000 0.0071
1.8000 1.3000 0.0122
1.9000 1.3000 0.0202
2.0000 1.3000 0.0326
2.1000 1.3000 0.0511
2.2000 1.3000 0.0779
2.3000 1.3000 0.1144
2.4000 1.3000 0.1597
2.5000 1.3000 0.2103
2.6000 1.3000 0.2600
2.7000 1.3000 0.3014
2.8000 1.3000 0.3277
2.9000 1.3000 0.3343
3.0000 1.3000 0.3203
3.1000 1.3000 0.2886
3.2000 1.3000 0.2448
