# x, y, val
0.0000 0.0000 13.9357
0.1000 0.0000 14.1999
0.2000 0.0000 14.4217
0.3000 0.0000 14.5146
0.4000 0.0000 14.6611
0.5000 0.0000 14.7849
0.6000 0.0000 14.9620
0.7000 0.0000 15.1890
0.8000 0.0000 15.3600
0.9000 0.0000 15.4392
1.0000 0.0000 15.5068
1.1000 0.0000 15.3127
1.2000 0.0000 15.0931
1.3000 0.0000 15.0962
1.4000 0.0000 14.7513
1.5000 0.0000 14.4812
1.6000 0.0000 14.4134
1.7000 0.0000 14.3049
1.8000 0.0000 14.2482
1.9000 0.0000 14.3160
2.0000 0.0000 14.5378
2.1000 0.0000 14.4596
2.2000 0.0000 14.3439
2.3000 0.0000 14.3079
2.4000 0.0000 14.2887
2.5000 0.0000 14.3647
2.6000 0.0000 14.0673
2.7000 0.0000 13.8364
2.8000 0.0000 13.4097
2.9000 0.0000 12.7510
3.0000 0.0000 12.1508
3.1000 0.0000 12.0594
3.2000 0.0000 12.1985
3.3000 0.0000 12.4477
3.4000 0.0000 12.6911
3.5000 0.0000 12.8576
3.6000 0.0000 12.8214
3.7000 0.0000 12.7133
3.8000 0.0000 12.7150
3.9000 0.0000 12.6849
4.0000 0.0000 12.4360
4.1000 0.0000 12.0176
4.2000 0.0000 11.6578
4.3000 0.0000 11.1627
4.4000 0.0000 10.7930
4.5000 0.0000 10.5425
4.6000 0.0000 10.6269
4.7000 0.0000 10.7025
4.8000 0.0000 10.8040
4.9000 0.0000 10.9947
0.0000 0.1000 14.2527
0.1000 0.1000 14.4861
0.2000 0.1000 14.4965
0.3000 0.1000 14.5710
0.4000 0.1000 14.7456
0.5000 0.1000 14.7713
0.6000 0.1000 14.9354
0.7000 0.1000 15.1540
0.8000 0.1000 15.3403
0.9000 0.1000 15.3796
1.0000 0.1000 15.5012
1.1000 0.1000 15.4766
1.2000 0.1000 15.3072
1.3000 0.1000 15.0509
1.4000 0.1000 14.8275
1.5000 0.1000 14.6561
1.6000 0.1000 14.6477
1.7000 0.1000 14.6572
1.8000 0.1000 14.5120
1.9000 0.1000 14.4953
2.0000 0.1000 14.5718
2.1000 0.1000 14.7023
2.2000 0.1000 14.6655
2.3000 0.1000 14.5933
2.4000 0.1000 14.5427
2.5000 0.1000 14.3878
2.6000 0.1000 14.1344
2.7000 0.1000 13.8646
2.8000 0.1000 13.4627
2.9000 0.1000 12.8514
3.0000 0.1000 12.4913
3.1000 0.1000 12.4472
3.2000 0.1000 12.5254
3.3000 0.1000 12.7694
3.4000 0.1000 12.9226
3.5000 0.1000 13.0087
3.6000 0.1000 13.0244
3.7000 0.1000 12.9001
3.8000 0.1000 13.0243
3.9000 0.1000 12.8605
4.0000 0.1000 12.5157
4.1000 0.1000 12.0391
4.2000 0.1000 11.7187
4.3000 0.1000 11.2959
4.4000 0.1000 10.9216
4.5000 0.1000 10.7826
4.6000 0.1000 10.6921
4.7000 0.1000 10.7320
4.8000 0.1000 10.9584
4.9000 0.1000 11.1786
0.0000 0.2000 14.4790
0.1000 0.2000 14.5172
0.2000 0.2000 14.4457
0.3000 0.2000 14.5069
0.4000 0.2000 14.7408
0.5000 0.2000 14.8059
0.6000 0.2000 14.8888
0.7000 0.2000 15.0173
0.8000 0.2000 15.3153
0.9000 0.2000 15.3986
1.0000 0.2000 15.5606
1.1000 0.2000 15.6118
1.2000 0.2000 15.5861
1.3000 0.2000 15.3008
1.4000 0.2000 15.1505
1.5000 0.2000 15.0273
1.6000 0.2000 15.0098
1.7000 0.2000 14.9126
1.8000 0.2000 14.8548
1.9000 0.2000 14.7834
2.0000 0.2000 14.7483
2.1000 0.2000 14.9796
2.2000 0.2000 15.0043
2.3000 0.2000 14.7787
2.4000 0.2000 14.6196
2.5000 0.2000 14.3700
2.6000 0.2000 14.0601
2.7000 0.2000 13.7619
2.8000 0.2000 13.3843
2.9000 0.2000 13.0178
3.0000 0.2000 12.8558
3.1000 0.2000 12.7406
3.2000 0.2000 12.8873
3.3000 0.2000 13.0733
3.4000 0.2000 13.1468
3.5000 0.2000 13.1804
3.6000 0.2000 13.1009
3.7000 0.2000 13.0212
3.8000 0.2000 13.0918
3.9000 0.2000 12.8843
4.0000 0.2000 12.4585
4.1000 0.2000 12.0450
4.2000 0.2000 11.6860
4.3000 0.2000 11.4306
4.4000 0.2000 11.2143
4.5000 0.2000 11.1521
4.6000 0.2000 11.0769
4.7000 0.2000 10.9102
4.8000 0.2000 11.1659
4.9000 0.2000 11.4519
0.0000 0.3000 14.5694
0.1000 0.3000 14.5728
0.2000 0.3000 14.5241
0.3000 0.3000 14.5271
0.4000 0.3000 14.7364
0.5000 0.3000 14.9974
0.6000 0.3000 15.2443
0.7000 0.3000 15.2543
0.8000 0.3000 15.4008
0.9000 0.3000 15.5241
1.0000 0.3000 15.7101
1.1000 0.3000 15.9187
1.2000 0.3000 16.1218
1.3000 0.3000 15.8927
1.4000 0.3000 15.8280
1.5000 0.3000 15.6380
1.6000 0.3000 15.4608
1.7000 0.3000 15.3478
1.8000 0.3000 15.3366
1.9000 0.3000 15.2209
2.0000 0.3000 15.2451
2.1000 0.3000 15.3261
2.2000 0.3000 15.3047
2.3000 0.3000 15.0723
2.4000 0.3000 14.6773
2.5000 0.3000 14.3006
2.6000 0.3000 14.0029
2.7000 0.3000 13.7630
2.8000 0.3000 13.5080
2.9000 0.3000 13.3276
3.0000 0.3000 13.2545
3.1000 0.3000 13.2200
3.2000 0.3000 13.2686
3.3000 0.3000 13.2421
3.4000 0.3000 13.3661
3.5000 0.3000 13.3848
3.6000 0.3000 13.3377
3.7000 0.3000 13.2387
3.8000 0.3000 13.1781
3.9000 0.3000 12.9036
4.0000 0.3000 12.4677
4.1000 0.3000 12.0314
4.2000 0.3000 11.7130
4.3000 0.3000 11.5762
4.4000 0.3000 11.5083
4.5000 0.3000 11.5665
4.6000 0.3000 11.5296
4.7000 0.3000 11.3506
4.8000 0.3000 11.4348
4.9000 0.3000 11.5661
0.0000 0.4000 14.5329
0.1000 0.4000 14.5244
0.2000 0.4000 14.4650
0.3000 0.4000 14.4839
0.4000 0.4000 14.6453
0.5000 0.4000 14.9600
0.6000 0.4000 15.1649
0.7000 0.4000 15.2001
0.8000 0.4000 15.3494
0.9000 0.4000 15.5730
1.0000 0.4000 15.8585
1.1000 0.4000 16.1393
1.2000 0.4000 16.3478
1.3000 0.4000 16.3442
1.4000 0.4000 16.2793
1.5000 0.4000 16.0487
1.6000 0.4000 15.8163
1.7000 0.4000 15.6315
1.8000 0.4000 15.6292
1.9000 0.4000 15.5484
2.0000 0.4000 15.5796
2.1000 0.4000 15.4507
2.2000 0.4000 15.3274
2.3000 0.4000 15.0958
2.4000 0.4000 14.8195
2.5000 0.4000 14.4140
2.6000 0.4000 13.9952
2.7000 0.4000 13.7263
2.8000 0.4000 13.6157
2.9000 0.4000 13.6248
3.0000 0.4000 13.6018
3.1000 0.4000 13.5101
3.2000 0.4000 13.4507
3.3000 0.4000 13.4586
3.4000 0.4000 13.4241
3.5000 0.4000 13.5293
3.6000 0.4000 13.5448
3.7000 0.4000 13.5443
3.8000 0.4000 13.3851
3.9000 0.4000 13.0428
4.0000 0.4000 12.5918
4.1000 0.4000 12.0729
4.2000 0.4000 11.8741
4.3000 0.4000 11.9142
4.4000 0.4000 11.9268
4.5000 0.4000 11.9222
4.6000 0.4000 11.8863
4.7000 0.4000 11.7782
4.8000 0.4000 11.5532
4.9000 0.4000 11.5875
0.0000 0.5000 14.6269
0.1000 0.5000 14.5070
0.2000 0.5000 14.4471
0.3000 0.5000 14.5554
0.4000 0.5000 14.5794
0.5000 0.5000 14.8090
0.6000 0.5000 15.1250
0.7000 0.5000 15.3215
0.8000 0.5000 15.4446
0.9000 0.5000 15.6796
1.0000 0.5000 15.9536
1.1000 0.5000 16.3375
1.2000 0.5000 16.6084
1.3000 0.5000 16.5624
1.4000 0.5000 16.5711
1.5000 0.5000 16.4280
1.6000 0.5000 16.1985
1.7000 0.5000 16.0489
1.8000 0.5000 15.9040
1.9000 0.5000 15.7412
2.0000 0.5000 15.5420
2.1000 0.5000 15.4252
2.2000 0.5000 15.3636
2.3000 0.5000 15.1561
2.4000 0.5000 14.9331
2.5000 0.5000 14.5392
2.6000 0.5000 14.1187
2.7000 0.5000 13.7759
2.8000 0.5000 13.6993
2.9000 0.5000 13.8663
3.0000 0.5000 13.9193
3.1000 0.5000 13.8264
3.2000 0.5000 13.7133
3.3000 0.5000 13.5399
3.4000 0.5000 13.5775
3.5000 0.5000 13.4859
3.6000 0.5000 13.5607
3.7000 0.5000 13.6771
3.8000 0.5000 13.5217
3.9000 0.5000 13.0909
4.0000 0.5000 12.6347
4.1000 0.5000 12.1336
4.2000 0.5000 12.0453
4.3000 0.5000 12.1796
4.4000 0.5000 12.1914
4.5000 0.5000 12.0747
4.6000 0.5000 11.9822
4.7000 0.5000 11.8235
4.8000 0.5000 11.5817
4.9000 0.5000 11.6983
0.0000 0.6000 14.6319
0.1000 0.6000 14.6111
