1.097587315414744147e+01 1.419211421971640341e+01 1.367962183994018055e+01 1.304604146586799729e+01 1.235952740575162601e+01 1.222109025784397751e+01 1.511261435355281435e+01 1.569395095493911185e+01 1.441015932364878793e+01 1.324345642128354861e+01 1.127879518756974697e+01 1.423199831072899890e+01 1.358638235995909760e+01 1.398139236433704902e+01 1.343692604091712006e+01
1.117489981531231003e+01 1.340520247810568399e+01 1.393154761963770127e+01 1.363760289614820209e+01 1.224438562112938200e+01 1.217615820802456206e+01 1.441470959820613551e+01 1.563194870794491109e+01 1.478689633074412590e+01 1.382991411137469839e+01 1.170105324915999034e+01 1.350486220140281546e+01 1.403157493542632217e+01 1.412059018681548039e+01 1.421064236002787773e+01
1.190815033577839799e+01 1.217819980694228832e+01 1.448373744341688507e+01 1.367887995732495199e+01 1.298567388840889691e+01 1.260649359545939951e+01 1.322329077866309532e+01 1.518312437466584086e+01 1.507817124220778560e+01 1.377174154306320908e+01 1.271354329388058879e+01 1.244998039678071855e+01 1.434451758610807737e+01 1.418102123123474634e+01 1.416406579337194138e+01
1.229097151114267916e+01 1.169733144259961222e+01 1.365604582145882695e+01 1.388169453378477414e+01 1.320670071117260314e+01 1.294722363035093871e+01 1.264884010674256665e+01 1.450697328945999232e+01 1.529443858076367846e+01 1.399034152024313293e+01 1.323340344458835993e+01 1.204422515233949120e+01 1.376800697484660674e+01 1.429419453542876539e+01 1.412182935444849718e+01
1.304098214392485033e+01 1.180337458702667597e+01 1.264111554110427349e+01 1.379923797316539158e+01 1.346743433831097825e+01 1.331576354980355248e+01 1.219546949864679064e+01 1.350137991214308109e+01 1.485194136549698563e+01 1.453372583860976874e+01 1.381503526694191031e+01 1.226298767724500927e+01 1.317879106754251062e+01 1.447022029893139461e+01 1.438755942203493632e+01
1.344963297855504436e+01 1.239229975834747499e+01 1.223932587088089896e+01 1.384938705648978008e+01 1.374133743173073086e+01 1.358450907339647351e+01 1.274027639675443346e+01 1.279834975248779649e+01 1.399242359788556733e+01 1.461672757818577395e+01 1.411931244451501399e+01 1.287300411142142842e+01 1.253408192174758007e+01 1.430503997674619932e+01 1.445454687835177054e+01
1.357261942927518383e+01 1.275266649715785405e+01 1.195247559157099460e+01 1.343128053467380134e+01 1.392972198021743502e+01 1.377883223307602734e+01 1.272948895784260159e+01 1.240226677889170759e+01 1.338105582403033722e+01 1.470364244307414836e+01 1.433196298592443441e+01 1.341926887163418947e+01 1.261353247691142343e+01 1.373640436075979920e+01 1.463392609747193163e+01
1.383270006175621702e+01 1.353428903166339481e+01 1.229232304214698424e+01 1.270367538048568790e+01 1.388735443791900970e+01 1.426726282798799872e+01 1.327358542470820524e+01 1.246124105642040369e+01 1.279494812726065334e+01 1.409722642830078421e+01 1.440897855433093788e+01 1.380654790429206713e+01 1.259802508992442149e+01 1.315972061378008284e+01 1.442196365579953188e+01
1.403895734484974867e+01 1.349820484951739630e+01 1.272249661472101856e+01 1.257876937164829201e+01 1.364540165321515097e+01 1.405083434622925154e+01 1.382279407799599902e+01 1.241123909453214935e+01 1.258112844196187474e+01 1.352141823416251576e+01 1.433586562836044642e+01 1.414052276569797506e+01 1.305808046311222093e+01 1.268745807818369009e+01 1.432043649614758962e+01
1.419642078967518906e+01 1.392908639430479134e+01 1.332224820358658768e+01 1.213238162022302902e+01 1.319126693006065487e+01 1.425491455168714161e+01 1.372279048131223433e+01 1.320239228306928858e+01 1.238433725642660121e+01 1.317721304435159624e+01 1.447756082464720073e+01 1.413760778273805663e+01 1.326069834409067028e+01 1.265680938626352336e+01 1.379675036995924842e+01
